0.000572	0.000972
0.137839	0.237842
0.219633	0.331951
0.261347	0.453883
0.278632	0.606443
0.286096	0.781512
0.294101	0.954995
0.30374	1.115724
0.312733	1.270481
0.320223	1.426704
0.326968	1.58408
0.333324	1.739625
0.339183	1.891853
0.344644	2.041349
0.349743	2.18856
0.354588	2.333647
0.359244	2.47642
0.363622	2.616716
0.3678	2.754679
0.371805	2.890303
0.375621	3.023614
0.379318	-3.128474
0.382866	-2.999629
0.386276	-2.872947
0.389591	-2.748365
0.392776	-2.625898
0.39587	-2.505434
0.398877	-2.386952
0.40178	-2.270423
0.404615	-2.155751
0.407368	-2.042937
0.410044	-1.931912
0.412663	-1.822618
0.415206	-1.715047
0.417692	-1.609119
0.420125	-1.504805
0.422493	-1.402079
0.424819	-1.30087
0.427091	-1.201166
0.429312	-1.102919
0.431496	-1.00608
0.433629	-0.910639
0.435724	-0.816539
0.437782	-0.723751
0.439796	-0.632257
0.441779	-0.542002
0.443726	-0.452974
0.445636	-0.365138
0.447519	-0.278455
0.449367	-0.192917
0.451185	-0.108481
0.452977	-0.025124
0.454738	0.05717
0.456474	0.138441
0.458185	0.2187
0.459868	0.297974
0.46153	0.37629
0.463165	0.45366
0.464778	0.530113
0.46637	0.605669
0.467939	0.680339
0.469489	0.754155
0.471019	0.827126
0.472527	0.899271
0.474019	0.970615
0.47549	1.041164
0.476943	1.110941
0.478381	1.179963
0.479799	1.248239
0.481202	1.315791
0.482589	1.382631
0.483959	1.448771
0.485316	1.514229
0.486655	1.579014
0.487981	1.643142
0.489292	1.706626
0.490589	1.769475
0.491873	1.831706
0.493145	1.893327
0.494402	1.954349
0.495648	2.014786
0.49688	2.074645
0.4981	2.13394
0.499309	2.19268
0.500505	2.250873
0.501691	2.308532
0.502866	2.365665
0.504029	2.42228
0.505183	2.478388
0.506325	2.533996
0.507458	2.589113
0.50858	2.643749
0.509692	2.697909
0.510795	2.751604
0.511888	2.804841
0.512972	2.857625
0.514048	2.909966
0.515114	2.96187
0.516171	3.013345
0.51722	3.064398
0.51826	3.115034
0.519292	-3.117924
0.520316	-3.068101
0.521331	-3.018674
0.522339	-2.969637
0.52334	-2.920985
0.524332	-2.872713
0.525318	-2.824812
0.526295	-2.777281
0.527266	-2.73011
0.528229	-2.683297
0.529185	-2.636836
0.530134	-2.59072
0.531077	-2.544946
0.532013	-2.499508
0.532943	-2.454402
0.533866	-2.409624
0.534782	-2.365168
0.535693	-2.321029
0.536597	-2.277204
0.537496	-2.233688
0.538388	-2.190477
0.539274	-2.147567
0.540155	-2.104954
0.54103	-2.062633
0.541899	-2.020601
0.542763	-1.978854
0.543621	-1.937389
0.544473	-1.8962
0.545321	-1.855285
0.546163	-1.814641
0.547001	-1.774263
0.547832	-1.734149
0.548659	-1.694295
0.54948	-1.654698
0.550297	-1.615355
0.55111	-1.576263
0.551917	-1.537417
0.55272	-1.498816
0.553518	-1.460455
0.554312	-1.422333
0.555101	-1.384446
0.555885	-1.346792
0.556665	-1.309368
0.55744	-1.272171
0.558212	-1.235199
0.558979	-1.198448
0.559742	-1.161915
0.560501	-1.1256
0.561256	-1.089499
0.562006	-1.053608
0.562753	-1.017928
0.563495	-0.982454
0.564234	-0.947184
0.564968	-0.912117
