98,116,1
97,120,2
95,121,3
93,123,4
91,123,5
88,123,6
85,121,7
85,123,8
81,115,9
81,119,10
80,117,11
79,117,12
78,111,13
77,110,14
77,106,15
76,105,16
76,101,17
78,97,18
77,97,19
77,95,20
78,92,21
84,86,22
83,85,23
83,84,24
87,81,25
86,81,26
93,78,27
94,77,28
94,76,29
105,76,30
105,75,31
106,75,32
108,75,33
114,77,34
115,77,35
116,77,36
123,82,37
124,82,38
129,89,39
131,90,40
129,86,41
135,97,42
136,99,43
136,96,44
139,109,45
140,111,46
140,105,47
141,120,48
141,121,49
140,131,50
140,132,51
140,135,52
136,144,53
137,144,54
136,147,55
131,155,56
131,156,57
123,164,58
118,168,59
124,165,60
113,172,61
118,170,62
103,176,63
105,176,64
95,178,65
91,178,66
91,179,67
82,178,68
79,178,69
73,176,70
74,177,71
67,174,72
60,170,73
56,167,74
51,163,75
53,166,76
43,153,77
39,146,78
44,157,79
34,136,80
32,132,81
34,140,82
29,118,83
28,114,84
28,122,85
28,97,86
27,102,87
29,87,88
29,84,89
31,78,90
32,73,91
33,70,92
38,60,93
37,60,94
43,51,95
59,35,96
54,38,97
58,34,98
69,27,99
68,27,100
77,23,101
80,21,102
84,20,103
100,18,104
94,17,105
111,18,106
115,18,107
114,17,108
128,21,109
137,25,110
134,23,111
146,30,112
152,35,113
157,39,114
161,42,115
170,55,116
174,60,117
176,64,118
180,71,119
184,81,120
183,77,121
189,104,122
188,93,123
190,109,124
191,118,125
190,133,126
191,131,127
93,110,128
92,107,129
93,105,130
93,102,131
95,100,132
95,99,133
98,98,134
98,96,135
106,98,136
105,96,137
106,96,138
106,95,139
112,100,140
113,99,141
115,102,142
117,104,143
117,103,144
119,108,145
120,108,146
121,111,147
122,114,148
122,121,149
122,123,150
123,121,151
122,128,152
123,126,153
118,137,154
119,137,155
121,135,156
111,146,157
114,145,158
111,148,159
110,149,160
102,153,161
105,153,162
99,155,163
96,156,164
94,157,165
84,155,166
86,157,167
82,156,168
81,156,169
74,153,170
70,151,171
68,150,172
67,150,173
66,150,174
57,137,175
58,140,176
56,139,177
51,126,178
52,131,179
49,123,180
48,117,181
47,115,182
47,105,183
46,108,184
47,96,185
49,87,186
46,95,187
49,84,188
49,82,189
57,68,190
54,71,191
61,62,192
55,68,193
64,57,194
71,52,195
68,53,196
77,47,197
80,45,198
85,43,199
92,41,200
95,40,201
99,40,202
101,39,203
110,40,204
118,42,205
116,40,206
126,44,207
130,46,208
132,46,209
141,53,210
145,56,211
141,51,212
159,76,213
156,69,214
157,70,215
162,79,216
164,83,217
168,96,218
169,99,219
170,101,220
171,113,221
172,116,222
169,139,223
171,135,224
170,141,225
167,151,226
168,150,227
161,166,228
163,164,229
160,170,230
144,189,231
158,175,232
145,190,233
138,196,234
138,197,235
131,202,236
122,207,237
116,210,238
107,212,239
99,214,240
85,214,241
92,215,242
75,213,243
73,213,244
66,211,245
64,211,246
51,205,247
47,203,248
36,194,249
38,197,250
26,185,251
21,179,252
20,178,253
15,171,254
97,112,255
102,112,256
103,116,257
105,116,258
104,122,259
106,120,260
102,127,261
105,125,262
100,130,263
101,131,264
98,132,265
97,134,266
94,134,267
92,135,268
87,134,269
89,136,270
85,135,271
83,134,272
81,134,273
78,132,274
77,131,275
73,126,276
74,130,277
71,125,278
68,118,279
68,120,280
67,108,281
66,112,282
65,111,283
67,97,284
66,97,285
64,103,286
65,97,287
70,86,288
66,90,289
69,85,290
73,79,291
73,78,292
78,73,293
81,70,294
79,71,295
86,67,296
89,65,297
89,64,298
96,63,299
98,62,300
98,61,301
107,62,302
113,63,303
113,62,304
121,66,305
118,63,306
123,66,307
130,71,308
131,71,309
136,76,310
140,82,311
140,81,312
143,86,313
147,94,314
148,96,315
149,96,316
151,110,317
152,111,318
152,121,319
153,117,320
153,122,321
150,139,322
152,134,323
149,144,324
147,150,325
147,152,326
142,160,327
142,161,328
142,162,329
132,173,330
128,177,331
126,179,332
124,181,333
115,186,334
110,188,335
113,188,336
100,191,337
94,192,338
96,193,339
73,189,340
76,191,341
74,191,342
68,189,343
58,184,344
53,181,345
54,182,346
48,178,347
38,167,348
35,164,349
31,158,350
28,152,351
29,156,352
22,140,353
21,137,354
18,126,355
17,123,356
16,115,357
17,94,358
15,110,359
16,92,360
18,82,361
16,86,362
20,72,363
26,57,364
23,61,365
34,43,366
35,41,367
36,39,368
44,30,369
58,19,370
58,18,371
59,17,372
68,12,373
78,8,374
79,7,375
88,5,376
95,4,377
101,3,378
112,4,379
121,5,380
118,4,381
95,116,382
92,117,383
89,116,384
87,115,385
86,113,386
84,112,387
84,109,388
83,108,389
85,101,390
82,105,391
84,99,392
84,98,393
86,94,394
86,93,395
91,89,396
89,89,397
90,88,398
94,86,399
96,85,400
98,84,401
100,83,402
106,84,403
107,83,404
108,83,405
113,85,406
114,85,407
118,88,408
121,91,409
121,89,410
126,97,411
125,94,412
129,102,413
129,100,414
131,104,415
